Name,Website,Aliases,Description,Related Disease 1,Related Disease 2,Related Disease 3,Related Disease 4,Related Disease 5
肺积水,https://jbk.39.net/zhengzhuang/fjs/,(肋膜积水),肺积水医学上通常叫「肋膜积水」，水是堆积在肺脏的外面，它可以是感染发炎引起(如：肺炎、肺结核…都可以合并肋膜积水)，也可以是一些自体免疫疾病引起(如：红斑性狼疮)，还有很多肺部疾病都会合并肋膜积水。,小儿急性呼吸窘迫综合征,汉坦病毒肺综合征,二尖瓣环钙化,小儿室间隔缺损,肾衰
膝关节积液,https://jbk.39.net/zhengzhuang/xgjjy/,,滑膜炎是临床常见病，主症是膝关节积液。,膝关节骨性关节炎,髌股关节软骨损伤,剥脱性骨软骨炎,膝关节创伤性滑膜炎,膝关节结核
疼痛,https://jbk.39.net/zhengzhuang/tt1/,,疼痛是一种复杂的生理心理活动，是机体受到损伤时发生的一种不愉快的感觉和情绪性体验，是临床上最常见的症状之一。包括伤害性刺激作用于机体所引起的痛感觉，以及机体对伤害性刺激的痛反应。疼痛的位置常指示病...,角化型脚气,女性急性淋病,交感神经型颈椎病,皲裂性湿疹,喉痹
声音嘶哑,https://jbk.39.net/zhengzhuang/sysy/,(声嘶),声音嘶哑又称声嘶，是喉部(特别是声带)病变的主要症状，多由喉部病变所致，也可因全身性疾病所引起。声嘶的程度因病变的轻重而异，轻者仅见音调变低、变粗，重者发声嘶哑甚至只能发出耳语声或失音。,喉疮,儿童尖锐湿疣,肺咳,喉炎,慢性鼻咽炎
四肢无力,https://jbk.39.net/zhengzhuang/szwl/,,四肢乏力是指在正常生理清醒情况下，出现的四肢发软，无力。常与嗜睡，头晕等症状一起出现。中医认为是阳气虚衰，不能营养振奋神志精神所致。排除病理性疾病后，多属亚健康状态。,阴挺,湿热蕴脾,气臌,著痹,月劳病
胃肠气胀,https://jbk.39.net/zhengzhuang/wcqz/,(胃肠胀气),胃肠气胀是由于多种原因引起的胃肠道不通畅或梗阻，胃肠道的气体不能随胃肠蠕动排出体外面积聚于胃肠道内称胃肠气胀。胃肠气胀可以是功能性的，也可以是器质性的。如肠道易激综合征、糖尿病引起的胃轻瘫使胃肠道...,气胀,向胸腰段脊髓供血的大根动脉缺血症候群,吞气症,消化道憩室病,肠梗阻
HIV感染,https://jbk.39.net/zhengzhuang/hivgr/,(人类免疫缺陷病毒...),1981年，人类免疫缺陷病毒在美国首次发现。是一种感染人类免疫系统细胞的慢病毒(Lentivirus)，属反转录病毒的一种。至今无有效疗法的致命性传染病。该病毒破坏人体的免疫能力，导致免疫系统的失去抵抗力，而导致各种...,妊娠合并获得性免疫缺陷综合征,人类免疫缺陷病毒所致葡萄膜炎,艾滋病,艾滋病神经系统损害,HIV相关呼吸道感染
糖尿,https://jbk.39.net/zhengzhuang/tn/,(葡萄糖尿),一般指葡萄糖尿。正常人尿中有微量葡萄糖，每日尿糖含量0．7~0．52 mmo1(31－93 mg)，定性试验阴性。每日尿糖超过0．83 IIUnol门 p）时用定性试验为阳性，称糖尿。既往糖尿定性试验采用硫酸铜试剂（班氏L是根据糖类的还原作...,肢端肥大症性心肌病,血色病性心肌病,遗传性血色病,胰石病,
肛门疼痛,https://jbk.39.net/zhengzhuang/gmtt/,,肛门疼痛是多种肛门直肠疾病的临床表现。不同性质的疼痛，反映出不同的疾病特点。,肛廔,直肠膨出,混合痔,坐骨直肠窝脓肿,内痔
流鼻涕,https://jbk.39.net/zhengzhuang/lbt/,,流鼻涕是鼻部疾病常见症状之一，可经前鼻孔流出，也可后流入鼻咽部。流入后鼻孔，经鼻咽、口腔吐出者称后流鼻涕。正常鼻腔中只有少量黏液，呈湿润状态，以维持正常的生理功能。鼻腔有病变时可以引起鼻分泌物性质...,时行感冒,接触性荨麻疹,虚寒咳嗽,风热头痛,鼻炎
神经性耳鸣,https://jbk.39.net/zhengzhuang/sjxem/,,"神经性耳鸣的特点是耳鸣声或大或小,一般为持续的长音,如蝉鸣声或电话机的鸣声,也有像流水声,风声,机器声等声音的.",耳带状疱疹,晚期先天性梅毒,椎动脉型颈椎病,,
气短,https://jbk.39.net/zhengzhuang/qd/,,气短是指呼吸比正常人短促，躁而带粗，气若有所窒，则语言不接续和呼吸勉强。,阴吹,阴挺,肺气虚,心力衰竭,心功能不全
外阴鳞状上皮疣状...,https://jbk.39.net/zhengzhuang/wylzspyzzs/,,外阴鳞状上皮疣状增生常见于尖锐湿疣。尖锐湿疣又称之为尖圭湿疣、生殖器疣、尖锐疣、性病疣。是感染人类乳头瘤病毒(HPV)而引起的一种表皮瘤样增生。,疣,女性尖锐湿疣,男性尖锐湿疣,阴部鲍恩样丘疹病,外阴阿米巴病
多囊卵巢,https://jbk.39.net/zhengzhuang/dnlc/,,　多囊卵巢综合征是一种卵巢增大并含有很多充满液体的小囊，雄激素水平增高、不能排卵的内分泌疾病。最显著的特征是无排卵。,卵巢纤维组织来源肿瘤,原发性卵巢绒癌,胰岛素抵抗与代谢综合征,卵巢性不孕,急性输卵管卵巢炎
盗汗,https://jbk.39.net/zhengzhuang/dh1/,(寝汗),将睡眠中出汗，醒后汗自停的现象称之为“盗汗”。盗汗是中医的一个病证名，是以入睡后汗出异常，醒后汗泄即止为特征的一种病征。“盗”有偷盗的意思，古代医家用盗贼每天在夜里鬼祟活动，来形容该病证具有每当人...,汗证,产后三急,艾滋病导致的肺结核,虚劳,
肌肉酸痛,https://jbk.39.net/zhengzhuang/jrst/,,因运动而引起的肌肉酸痛，对於参与运动的人而言是一个很普通的伤害经验。一般来说，运动引起的肌肉酸痛可以分为急性肌肉酸痛与慢性(迟发性的肌肉酸痛)二种。急性的肌肉酸痛有别於肌肉拉伤，而是指因肌肉暂时性的...,慢性疲劳综合症,寒痹,反复紧张性损伤症,Wegner肉芽肿伴发的葡萄膜炎,上斜肌腱鞘综合征
皮下结节,https://jbk.39.net/zhengzhuang/pxjj/,,皮下结节(subcutaneous nodules) 为一种较硬，圆形或椭圆形的，无痛性小结。直径为0.2一10厘米大小。常位于受摩擦较多部分，如肘部伸侧、跟腱、头皮、坐骨结节或关节周围。少见部位有耳和鼻梁。皮下结节很少引起症状，偶...,淋巴水肿,原发性淋巴瘤,气瘿,过敏性肉芽肿性血管炎相关巩膜炎,慢性劳损性颈背部筋膜纤维织炎
雀斑,https://jbk.39.net/zhengzhuang/qb/,"(面皯,苍蝇屎,土斑,...)",雀斑是一种浅褐色小斑点，针尖至米粒大小，常出现于前额、鼻梁和脸颊等处，偶尔也会出现于颈部、肩部、手背等处，日晒后加重。中医称面皯或雀斑。《外科证治全书》记载，“生面部，碎点无数，其色淡黄或淡黑&rdquo...,疣状表皮发育不良,神经纤维瘤病,小儿神经纤维瘤病,老年性色素斑,老年性色素斑
脾肿大,https://jbk.39.net/zhengzhuang/pzd/,(脾功能亢进),脾肿大是重要的病理体征。在正常情况下一般摸不到脾脏。如仰卧位或侧卧位能摸到脾脏边缘应认为脾脏肿大。在隔肌位置低或体瘦弱的人，特别是女性，偶也能摸到脾脏的边缘，但相当柔软，并无压痛，与病理性脾肿大不...,系统性红斑狼疮伴发的葡萄膜炎,巨细胞病毒性葡萄膜炎,肺鼠疫,肺弓形体病,卡氏肺孢子虫肺炎
大阴唇或肛门大小...,https://jbk.39.net/zhengzhuang/dychgmdxbdzrwytbk/,,腹腔内脏器经盆腔底部的肌肉与筋膜间隙由会阴部脱出，称会阴疝(perineal hemia)。会阴是盆膈以下封闭骨盆出口的全部软组织结构两侧坐骨结节的连线将会阴分为2个三角：前方称尿生殖三角，为尿生殖膈所封闭，男性有尿道...,乳头状汗腺腺瘤,多毛状小阴唇,子宫切除术后会阴疝,会阴疝,
肝郁气滞,https://jbk.39.net/zhengzhuang/gyqz/,,肝郁气滞证是指由于肝的疏泄功能异常，疏泄不及而致气机郁滞所表现的证候。,肝炎,慢性肝炎,急性乙肝,,
眼充血,https://jbk.39.net/zhengzhuang/ycx/,,"眼睛充血笼统的概念认为眼白发红。球结膜和巩膜组织的血管在某种情况下出现扩张充血,淤血或出血时,即可呈现眼白发红。由于眼部各部分组织的血供来源不同,其表现的眼睛充血形态也不一样,而反应的病变部位也不尽相...",人类免疫缺陷病毒所致葡萄膜炎,玻璃体及视网膜脱离手术所致青光眼,Reis-Bucklers角膜营养不良,急性闭角型青光眼,黄热病
雌激素不足,https://jbk.39.net/zhengzhuang/cjsbz/,,假若雌激素分泌失调，或各种雌激素之间比例失衡，就可能出现生殖生理和主观感觉方面的异常反应。雌激素偏低能影响卵子发育;各种雌激素比例失衡会引起月经前腹胀、头痛、情绪起伏、敏感易怒，还能引起月经不调。...,高催乳素血症,更年期综合征,更年期角化症,闭经溢乳综合征,
吞咽困难,https://jbk.39.net/zhengzhuang/tykn/,(咽下困难),正常吞咽功能发生障碍时称为吞咽困难，即食物从口腔至胃运过程中受到阻碍的一种症状，可由咽部、食管或喷门的功能或器质性梗阻引起。患者进食后即刻或8~10秒钟内在咽、胸骨后或剑突后粘着、停帶或哽塞感。,淋菌性咽炎,噎膈,喉痈,原发性淋巴瘤,食管肿瘤
疤痕体质,https://jbk.39.net/zhengzhuang/bhtz/,,有一种皮肤很容易便留下疤痕，医学称这种皮肤为疤痕体质。疤痕体质的人在人群中比例极小，疤痕体质是人体的皮肤组织受到外界各种创伤之后，伤口愈合之后处的皮肤纤维结缔组织大量增生，而形成坚硬的、不规则形状...,疤痕疙瘩,,,,
胃火口臭,https://jbk.39.net/zhengzhuang/whkc/,,胃火口臭：多由火热之邪犯胃所致。其证除口臭外，每兼面赤身热，口渴饮冷，或口舌生疮，或牙龈肿痛，流脓出血等。,口臭,,,,
大便变细形似铅笔,https://jbk.39.net/zhengzhuang/dbbxxsqb/,,结肠癌患者腹胀很明显，大便变细形似铅笔。结肠癌是常见的消化道恶性肿瘤，占胃肠道肿瘤的第二位。好发部位为直肠及直肠与乙状结肠交界处，占60%。发病多在40岁以后，男女之比为2：1。,大肠癌,结肠癌,肛管癌,经腹会阴直肠癌根治术后盆底腹膜疝,直肠癌
下腰部疼痛,https://jbk.39.net/zhengzhuang/xybtt/,,下腰部疼痛：脊椎炎又称竹节风，目前医学界对此症无满意认识。主要多发青年人，初期表现为下腰部疼痛.,急性尿道综合征,肾虚腰痛,肥大性脊椎炎,髂骨致密性骨炎,腰部峡部崩裂和脊椎滑脱
腹部不适,https://jbk.39.net/zhengzhuang/fbbs/,,腹部胀痛不舒的感觉。,顶叶癫痫,慢性便秘,虚疟,胆管炎,结肠炎
喉咙痒,https://jbk.39.net/zhengzhuang/hly/,,季节交替时时慢性咽炎的高发季节，患者常表现出喉咙干痒，有些患者还有干咳症状，应该积极治疗。,咯血,,,,
踝关节肿胀,https://jbk.39.net/zhengzhuang/hgjzz/,,踝关节肿胀行动不便，活动时会疼痛。,踝关节软骨损伤,踝关节结核,踝关节脱位,踝关节骨折,踝扭伤
脓疱,https://jbk.39.net/zhengzhuang/np1/,,脓疱（pustule）是一局限性表皮空腔隆起，内含混浊的脓液。系原发于皮肤由丘疹水疱演变而成。脓疱大小深浅不等，周围可有炎性红晕，浅脓疱干涸后变成脓痂愈后不留瘢痕，脓疱较深可形成溃疡愈后可留瘢痕。,慢性湿疹,急性湿疹,肥疮,脓胞型牛皮癣,羊胡疮
念珠菌感染,https://jbk.39.net/zhengzhuang/nzjgr/,"(念珠菌阴道炎,霉...)",念珠菌是阴道内的一种常见的菌种，在月经期前后、停经期或生产后，当阴道酸度减少，霉菌和细菌之间正常的平衡被破坏时，念珠菌数量会急速增加而造成感染。,念珠菌病,全身性念珠菌病,严重联合免疫缺陷病,复发性外阴阴道念珠菌病,细菌性阴道病
下腹胀痛,https://jbk.39.net/zhengzhuang/xfzt1/,,中医学名词，是指疼痛且有胀的感觉。是气滞作痛的特点。下腹部胀痛常见于月经经妇女和各种消化系统疾病。,肥气,人流后妇科病,月劳病,啘,气秘
会阴溃疡,https://jbk.39.net/zhengzhuang/hyky/,,阴部溃疡是指肛门、生殖器部位的皮肤黏膜正常上皮的缺失或剥脱.由于引起外阴部溃疡的病因复杂多样，所以它通常代表着包括多种皮肤病、性病等在内的一类疾病。,神经白塞病,婴幼儿外阴阴道炎,外阴神经性皮炎,外阴湿疹,急性女阴溃疡
绝经后出血,https://jbk.39.net/zhengzhuang/jjhcx/,,绝经后出血不是一种疾病，而是一种临床症状。随着人们生活的不断改善，妇女寿命逐渐延长，生命中1/3的时间要在绝经后度过，一系列老年病接踵而至，绝经后出血是最常见的症状之一。绝经后出血是指月经停止1年...,子宫内膜癌,宫颈息肉,绝经后子宫内膜癌,卵巢两性母细胞瘤,卵巢环管状性索肿瘤
足癣,https://jbk.39.net/zhengzhuang/zx/,,足癣指的是足底与趾间皮肤的真菌感染。与体癣一样足癣呈全球性分布.热带亚热带地区发病率较高，城市高于农村，在一些须长时间穿不透气胶鞋的职业如环卫工人、军人中发病率高达80%以上。此外，足癣的高发病率还与...,糖尿病皮肤感染,先天性高弓足,丹毒丝菌病,手足癣,千足虫灼伤
先兆流产,https://jbk.39.net/zhengzhuang/xzlc/,,先兆流产指妊娠28周前，出现少量阴道道流血和(或)下腹疼痛，宫口未开，胎膜未破，妊娠物尙未排出，子宫大小与停经周数相符者;早期先兆流产是临床表现常为停经后有早孕反应，以后出现阴道少量流血，或时下时止，或...,子宫剖宫产瘢痕妊娠,妊娠合并宫颈癌,流产,,
月经期间腰疼,https://jbk.39.net/zhengzhuang/yjqjyt/,,月经期间腰疼是痛经的症状之一，痛经(dysmenorrhea)，痛经来袭，经过详细妇科临床检查未能发现盆腔器官有明显异常者，称原发性痛经，也称功能性痛经。继发性痛经则指生殖器官有明显病变者，如子宫内膜异位症、盆腔炎...,盆腔炎症性不孕症,慢性盆腔炎,原发性痛经,盆腔炎,痛经
尿道烧灼感,https://jbk.39.net/zhengzhuang/ndszg/,,排尿时伴有尿道烧灼感和疼痛都是尿道炎的临床显著的症状。,泌尿生殖系支原体感染,支原体尿路感染,衣原体尿路感染,急性膀胱炎,慢性细菌性前列腺炎
咽痛,https://jbk.39.net/zhengzhuang/yt2/,,咽痛是咽部常见症状，主要由咽部疾病引起，也可是咽部邻近器官或全身疾病在咽部的表现。,肥厚性咽炎,细菌性咽扁桃体炎,痰热咳嗽,肺热咳嗽,恶寒发热
背部长痘,https://jbk.39.net/zhengzhuang/bbzd/,,背部长痘是痤疮（青春痘）的一种表现。 ,粉刺,,,,
甲状腺功能低下,https://jbk.39.net/zhengzhuang/jzxgndx/,,甲状腺功能低下(hypothyroidism)是甲状腺素分泌缺乏或不足而出现的综合征。,卵巢早衰,眼球突出,血色病,老年人垂体瘤,
咽部有异物感,https://jbk.39.net/zhengzhuang/ybyywg/,,咽部异物感不是独特的病，而是一些症状的组合。它包括阻塞感、压迫感、贴叶感、狭窄感、干燥感、灼热、瘙痒、蚁行感或其他不适感。其病因繁多，有时相当复杂，有器质性也有功能性。功能性者也称之为咽异感症、喉...,喉痹,咽峡炎,咽角化症,咽喉部肿瘤,郁证
男性小腹痛,https://jbk.39.net/zhengzhuang/nxxft/,,引起男性小腹痛的因素有很多，而大多数是和男性生殖系统相关的炎症有关。,睾丸炎,附睾炎,腹痛,阴茎头包皮炎,
心率不齐,https://jbk.39.net/zhengzhuang/xlbq/,,心律不齐是由于心脏病变导致心脏博动异常的病理现象.,人流综合症,心脏病,肌病肾病性代谢综合征,肾上腺皮质功能减退性心脏病,房性心动过速伴房室传导阻滞
